RECIPE NAME,RECIPE CODE,CATEGORY,RESTAURANT,FINAL PRICE,MERIDES,HIDE FROM APP,RECIPE INGREDIENTS,RECIPE COST,RECIPE COST composite,RECIPE COST / MERIDES,VAT,VAT 13%,VAT 13% composite,TOTAL,TOTAL/MERIDA,TOTAL / MERIDA composite,x3,x4,INGREDIENTS,OIK104 MENU INGREDIENTS,OIK104 MENU INGREDIENTS copy,OIK104 MENU INGREDIENTS copy,OIK512 MENU_,COMMON OR REMOVE (from OIK512 MENU_),OIK104 MENU INGREDIENTS copy,OIK104 MENU INGREDIENTS copy
ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ,,ΕΝΔΙΑΜΕΣΑ,OIK104,,1,,"ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ,ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ,ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ,ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ,ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ,ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ,ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ,ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ","3,12","3,12","3,12",13,"0,41","0,41","3,52","3,52","3,52","10,57","14,09","ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ,ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ",,,,ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ,,"ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ, ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ, ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ, ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ, ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ, ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ, ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ, ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ, ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ, ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ, ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ, ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ, ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ, ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ, ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ, ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ 1ΚΙΛΟΥ/ΚΕΦΤΕΔΑΚΙΑ",
ΣΑΛΤΣΑ ΠΕΣΤΟ 1ΚΙΛΟΥ,,ΕΝΔΙΑΜΕΣΑ,OIK104,,1,,"ΣΑΛΤΣΑ ΠΕΣΤΟ 1ΚΙΛΟΥ,ΣΑΛΤΣΑ ΠΕΣΤΟ 1ΚΙΛΟΥ,ΣΑΛΤΣΑ ΠΕΣΤΟ 1ΚΙΛΟΥ,ΣΑΛΤΣΑ ΠΕΣΤΟ 1ΚΙΛΟΥ,ΣΑΛΤΣΑ ΠΕΣΤΟ 1ΚΙΛΟΥ,ΣΑΛΤΣΑ ΠΕΣΤΟ 1ΚΙΛΟΥ,ΣΑΛΤΣΑ ΠΕΣΤΟ 1ΚΙΛΟΥ","44,59","44,59","44,59",13,"5,80","5,80","50,39","50,39","50,39","151,16","201,54",ΣΑΛΤΣΑ ΠΕΣΤΟ 1ΚΙΛΟΥ,,,,ΣΑΛΤΣΑ ΠΕΣΤΟ 1ΚΙΛΟΥ,,"ΣΑΛΤΣΑ ΠΕΣΤΟ 1ΚΙΛΟΥ, ΣΑΛΤΣΑ ΠΕΣΤΟ 1ΚΙΛΟΥ, ΣΑΛΤΣΑ ΠΕΣΤΟ 1ΚΙΛΟΥ, ΣΑΛΤΣΑ ΠΕΣΤΟ 1ΚΙΛΟΥ, ΣΑΛΤΣΑ ΠΕΣΤΟ 1ΚΙΛΟΥ, ΣΑΛΤΣΑ ΠΕΣΤΟ 1ΚΙΛΟΥ, ΣΑΛΤΣΑ ΠΕΣΤΟ 1ΚΙΛΟΥ",
ΣΑΛΤΣΑ ΠΙΤΣΑΣ,,ΕΝΔΙΑΜΕΣΑ,OIK104,,1,,"ΣΑΛΤΣΑ ΠΙΤΣΑΣ,ΣΑΛΤΣΑ ΠΙΤΣΑΣ,ΣΑΛΤΣΑ ΠΙΤΣΑΣ,ΣΑΛΤΣΑ ΠΙΤΣΑΣ,ΣΑΛΤΣΑ ΠΙΤΣΑΣ,ΣΑΛΤΣΑ ΠΙΤΣΑΣ,ΣΑΛΤΣΑ ΠΙΤΣΑΣ,ΣΑΛΤΣΑ ΠΙΤΣΑΣ,ΣΑΛΤΣΑ ΠΙΤΣΑΣ","10,36","10,36","10,36",13,"1,35","1,35","11,70","11,70","11,70","35,11","46,81",ΣΑΛΤΣΑ ΠΙΤΣΑΣ,,,,,,"ΣΑΛΤΣΑ ΠΙΤΣΑΣ, ΣΑΛΤΣΑ ΠΙΤΣΑΣ, ΣΑΛΤΣΑ ΠΙΤΣΑΣ, ΣΑΛΤΣΑ ΠΙΤΣΑΣ, ΣΑΛΤΣΑ ΠΙΤΣΑΣ, ΣΑΛΤΣΑ ΠΙΤΣΑΣ, ΣΑΛΤΣΑ ΠΙΤΣΑΣ, ΣΑΛΤΣΑ ΠΙΤΣΑΣ, ΣΑΛΤΣΑ ΠΙΤΣΑΣ",
ΣΑΡΔΕΛΕΣ ΨΗΤΕΣ,,ΨΑΡΙΑ ΘΑΛΑΣΣΙΝΑ ΣΤΑ ΚΑΡΒΟΥΝΑ,OIK104,"€9,0",1,,"ΣΑΡΔΕΛΕΣ ΨΗΤΕΣ,ΣΑΡΔΕΛΕΣ ΨΗΤΕΣ,ΣΑΡΔΕΛΕΣ ΨΗΤΕΣ","1,09","1,09","1,09",13,"0,14","0,14","1,23","1,23","1,23","3,69","4,92",,,,,ΣΑΡΔΕΛΕΣ ΨΗΤΕΣ,,"ΣΑΡΔΕΛΕΣ ΨΗΤΕΣ, ΣΑΡΔΕΛΕΣ ΨΗΤΕΣ, ΣΑΡΔΕΛΕΣ ΨΗΤΕΣ",
ΣΚΙΟΥΦΙΧΤΑ ΜΕ ΚΙΜΑ,,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,OIK104,"€10,0",1,,"ΣΚΙΟΥΦΙΧΤΑ ΜΕ ΚΙΜΑ,ΣΚΙΟΥΦΙΧΤΑ ΜΕ ΚΙΜΑ,ΣΚΙΟΥΦΙΧΤΑ ΜΕ ΚΙΜΑ","2,16","2,16","2,16",13,"0,28","0,28","2,44","2,44","2,44","7,31","9,74",,,,,ΣΚΙΟΥΦΙΧΤΑ ΜΕ ΚΙΜΑ,,"ΣΚΙΟΥΦΙΧΤΑ ΜΕ ΚΙΜΑ, ΣΚΙΟΥΦΙΧΤΑ ΜΕ ΚΙΜΑ, ΣΚΙΟΥΦΙΧΤΑ ΜΕ ΚΙΜΑ",
ΣΚΟΡΔΑΛΙΑ,,ΕΝΔΙΑΜΕΣΑ,OIK104,,1,,"ΣΚΟΡΔΑΛΙΑ,ΣΚΟΡΔΑΛΙΑ,ΣΚΟΡΔΑΛΙΑ,ΣΚΟΡΔΑΛΙΑ,ΣΚΟΡΔΑΛΙΑ,ΣΚΟΡΔΑΛΙΑ","1,20","1,20","1,20",13,"0,16","0,16","1,35","1,35","1,35","4,06","5,41",ΣΚΟΡΔΑΛΙΑ,,,,ΣΚΟΡΔΑΛΙΑ,,"ΣΚΟΡΔΑΛΙΑ, ΣΚΟΡΔΑΛΙΑ, ΣΚΟΡΔΑΛΙΑ, ΣΚΟΡΔΑΛΙΑ, ΣΚΟΡΔΑΛΙΑ, ΣΚΟΡΔΑΛΙΑ",
ΣΚΟΡΔΟΤΥΡΟΨΩΜΟ,,ΠΙΤΣΑ,OIK512,"€6,5",1,,"ΣΚΟΡΔΟΤΥΡΟΨΩΜΟ,ΣΚΟΡΔΟΤΥΡΟΨΩΜΟ,ΣΚΟΡΔΟΤΥΡΟΨΩΜΟ,ΣΚΟΡΔΟΤΥΡΟΨΩΜΟ,ΣΚΟΡΔΟΤΥΡΟΨΩΜΟ","0,68","0,81","0,81",13,"0,09","0,11","0,92","0,77","0,92","2,76","3,68",,,,,,,,
ΣΚΟΡΔΟΨΩΜΟ,,ΠΙΤΣΑ,OIK512,"€5,0",1,,"ΣΚΟΡΔΟΨΩΜΟ,ΣΚΟΡΔΟΨΩΜΟ,ΣΚΟΡΔΟΨΩΜΟ","0,27","0,40","0,40",13,"0,03","0,05","0,45","0,30","0,45","1,34","1,79",,,,,,,,
ΣΚΡΑΜΠΛ,,ΠΡΩΙΝΟ,OIK512,"€5,4",1,,"ΣΚΡΑΜΠΛ,ΣΚΡΑΜΠΛ","0,64","0,64","0,64",13,"0,08","0,08","0,72","0,72","0,72","2,17","2,89",,,,,,,,
ΣΟΥΦΛΕ ΣΟΚΟΛΑΤΑΣ,,ΕΠΙΔΟΡΠΙΑ,OIK104,"€10,0",20,,"ΣΟΥΦΛΕ ΣΟΚΟΛΑΤΑΣ,ΣΟΥΦΛΕ ΣΟΚΟΛΑΤΑΣ,ΣΟΥΦΛΕ ΣΟΚΟΛΑΤΑΣ,ΣΟΥΦΛΕ ΣΟΚΟΛΑΤΑΣ,ΣΟΥΦΛΕ ΣΟΚΟΛΑΤΑΣ,ΣΟΥΦΛΕ ΣΟΚΟΛΑΤΑΣ","16,25","16,25","0,81",13,"2,11","2,11","18,36","0,92","0,92","2,75","3,67",,,,,ΣΟΥΦΛΕ ΣΟΚΟΛΑΤΑΣ,,"ΣΟΥΦΛΕ ΣΟΚΟΛΑΤΑΣ, ΣΟΥΦΛΕ ΣΟΚΟΛΑΤΑΣ, ΣΟΥΦΛΕ ΣΟΚΟΛΑΤΑΣ, ΣΟΥΦΛΕ ΣΟΚΟΛΑΤΑΣ, ΣΟΥΦΛΕ ΣΟΚΟΛΑΤΑΣ, ΣΟΥΦΛΕ ΣΟΚΟΛΑΤΑΣ",
ΣΠΑΓΓΕΤΙ ΦΡΕΣΚΙΑ ΝΤΟΜΑΤΑ,,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,OIK104,"€9,0",1,,"ΣΠΑΓΓΕΤΙ ΦΡΕΣΚΙΑ ΝΤΟΜΑΤΑ,ΣΠΑΓΓΕΤΙ ΦΡΕΣΚΙΑ ΝΤΟΜΑΤΑ,ΣΠΑΓΓΕΤΙ ΦΡΕΣΚΙΑ ΝΤΟΜΑΤΑ,ΣΠΑΓΓΕΤΙ ΦΡΕΣΚΙΑ ΝΤΟΜΑΤΑ,ΣΠΑΓΓΕΤΙ ΦΡΕΣΚΙΑ ΝΤΟΜΑΤΑ,ΣΠΑΓΓΕΤΙ ΦΡΕΣΚΙΑ ΝΤΟΜΑΤΑ,ΣΠΑΓΓΕΤΙ ΦΡΕΣΚΙΑ ΝΤΟΜΑΤΑ,ΣΠΑΓΓΕΤΙ ΦΡΕΣΚΙΑ ΝΤΟΜΑΤΑ","0,62","0,97","0,97",13,"0,08","0,13","1,10","0,70","1,10","3,29","4,39",,,,,ΣΠΑΓΓΕΤΙ ΦΡΕΣΚΙΑ ΝΤΟΜΑΤΑ,,"ΣΠΑΓΓΕΤΙ ΦΡΕΣΚΙΑ ΝΤΟΜΑΤΑ, ΣΠΑΓΓΕΤΙ ΦΡΕΣΚΙΑ ΝΤΟΜΑΤΑ, ΣΠΑΓΓΕΤΙ ΦΡΕΣΚΙΑ ΝΤΟΜΑΤΑ, ΣΠΑΓΓΕΤΙ ΦΡΕΣΚΙΑ ΝΤΟΜΑΤΑ, ΣΠΑΓΓΕΤΙ ΦΡΕΣΚΙΑ ΝΤΟΜΑΤΑ, ΣΠΑΓΓΕΤΙ ΦΡΕΣΚΙΑ ΝΤΟΜΑΤΑ, ΣΠΑΓΓΕΤΙ ΦΡΕΣΚΙΑ ΝΤΟΜΑΤΑ, ΣΠΑΓΓΕΤΙ ΦΡΕΣΚΙΑ ΝΤΟΜΑΤΑ",
ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ),,ΟΡΕΚΤΙΚΑ,OIK104,"€7,0",8,,"ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ),ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ),ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ),ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ),ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ),ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ),ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ),ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ),ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ),ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ),ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ),ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ)","13,61","14,09","1,76",13,"1,77","1,83","15,92","1,92","1,99","5,97","7,96",,,,,,,"ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ), ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ), ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ), ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ), ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ), ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ), ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ), ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ), ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ), ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ), ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ), ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ)",
ΣΠΕΣΙΑΛ,,ΠΙΤΣΑ,OIK512,"€14,0",1,,"ΣΠΕΣΙΑΛ,ΣΠΕΣΙΑΛ,ΣΠΕΣΙΑΛ,ΣΠΕΣΙΑΛ,ΣΠΕΣΙΑΛ,ΣΠΕΣΙΑΛ,ΣΠΕΣΙΑΛ,ΣΠΕΣΙΑΛ,ΣΠΕΣΙΑΛ,ΣΠΕΣΙΑΛ,ΣΠΕΣΙΑΛ","2,19","3,25","3,25",13,"0,28","0,42","3,68","2,47","3,68","11,03","14,70",,,,,,,,
ΣΠΙΤΙΚΟ ΚΕΙΚ,,ΠΡΩΙΝΟ,OIK512,"€5,4",1,,"ΣΠΙΤΙΚΟ ΚΕΙΚ,ΣΠΙΤΙΚΟ ΚΕΙΚ,ΣΠΙΤΙΚΟ ΚΕΙΚ,ΣΠΙΤΙΚΟ ΚΕΙΚ,ΣΠΙΤΙΚΟ ΚΕΙΚ,ΣΠΙΤΙΚΟ ΚΕΙΚ,ΣΠΙΤΙΚΟ ΚΕΙΚ","12,77","12,77","12,77",13,"1,66","1,66","14,43","14,43","14,43","43,29","57,72",,,,,,,,
ΣΑΛΤΣΑ ΦΕΤΑΣ  1ΚΙΛΟΥ,,ΕΝΔΙΑΜΕΣΑ,"OIK104,OIK512",,1,,"ΣΑΛΤΣΑ ΦΕΤΑΣ  1ΚΙΛΟΥ,ΣΑΛΤΣΑ ΦΕΤΑΣ  1ΚΙΛΟΥ,ΣΑΛΤΣΑ ΦΕΤΑΣ  1ΚΙΛΟΥ","8,63","8,63","8,63",13,"1,12","1,12","9,76","9,76","9,76","29,27","39,02",ΣΑΛΤΣΑ ΦΕΤΑΣ  1ΚΙΛΟΥ,,,,,," ΣΑΛΤΣΑ ΦΕΤΑΣ  1ΚΙΛΟΥ,  ΣΑΛΤΣΑ ΦΕΤΑΣ  1ΚΙΛΟΥ,  ΣΑΛΤΣΑ ΦΕΤΑΣ  1ΚΙΛΟΥ,  ΣΑΛΤΣΑ ΦΕΤΑΣ  1ΚΙΛΟΥ,  ΣΑΛΤΣΑ ΦΕΤΑΣ  1ΚΙΛΟΥ,  ΣΑΛΤΣΑ ΦΕΤΑΣ  1ΚΙΛΟΥ",
ΣΤΡΑΓΓΙΣΤΟ ΕΛΛΗΝΙΚΟ ΓΙΑΟΥΡΤΙ,,ΠΡΩΙΝΟ,OIK512,"€5,4",1,,"""ΕΛΛΗΝΙΚΟ ΣΤΡΑΓΓΙΣΤΟ ΓΙΑΟΥΡΤΙ, ΣΤΡΑΓΓΙΣΤΟ ΕΛΛΗΝΙΚΟ ΓΙΑΟΥΡΤΙ"",ΣΤΡΑΓΓΙΣΤΟ ΕΛΛΗΝΙΚΟ ΓΙΑΟΥΡΤΙ","1,33","1,33","1,33",13,"0,17","0,17","1,51","1,51","1,51","4,52","6,02",,,,,,,,
ΣΤΡΑΠΑΤΣΑΔΑ,,ΠΡΩΙΝΟ,OIK512,,1,,"ΣΤΡΑΠΑΤΣΑΔΑ,ΣΤΡΑΠΑΤΣΑΔΑ,ΣΤΡΑΠΑΤΣΑΔΑ,ΣΤΡΑΠΑΤΣΑΔΑ,ΣΤΡΑΠΑΤΣΑΔΑ,ΣΤΡΑΠΑΤΣΑΔΑ","1,26","1,26","1,26",13,"0,16","0,16","1,43","1,43","1,43","4,29","5,71",,,,,,,,
ΣΥΝΤΑΓΗ ΓΙΑ 17 ΚΑΡΒΕΛΙΑ,,ΕΝΔΙΑΜΕΣΑ,OIK104,,1,,ΣΥΝΤΑΓΗ ΓΙΑ 17 ΚΑΡΒΕΛΙΑ,"5,76","5,76","5,76",13,"0,75","0,75","6,51","6,51","6,51","19,53","26,04",,,,,,,"""ΣΥΝΤΑΓΗ ΓΙΑ 17 ΚΑΡΒΕΛΙΑ, ΣΥΝΤΑΓΗ ΓΙΑ 17 ΚΑΡΒΕΛΙΑ""",
ΣΩΣ ΒΑΛΣΑΜΙΚΟ 1000,,ΕΝΔΙΑΜΕΣΑ,OIK104,,1,,"ΣΩΣ ΒΑΛΣΑΜΙΚΟ 1000,ΣΩΣ ΒΑΛΣΑΜΙΚΟ 1000,ΣΩΣ ΒΑΛΣΑΜΙΚΟ 1000,ΣΩΣ ΒΑΛΣΑΜΙΚΟ 1000","13,29","13,29","13,29",13,"1,73","1,73","15,02","15,02","15,02","45,05","60,07","ΣΩΣ ΒΑΛΣΑΜΙΚΟ 1000,ΣΩΣ ΒΑΛΣΑΜΙΚΟ 1000",,,,,,"""ΣΩΣ ΒΑΛΣΑΜΙΚΟ 1000, ΣΩΣ ΒΑΛΣΑΜΙΚΟ 1000"", ΣΩΣ ΒΑΛΣΑΜΙΚΟ 1000, ΣΩΣ ΒΑΛΣΑΜΙΚΟ 1000, ΣΩΣ ΒΑΛΣΑΜΙΚΟ 1000, ΣΩΣ ΒΑΛΣΑΜΙΚΟ 1000, ΣΩΣ ΒΑΛΣΑΜΙΚΟ 1000, ΣΩΣ ΒΑΛΣΑΜΙΚΟ 1000, ΣΩΣ ΒΑΛΣΑΜΙΚΟ 1000, ΣΩΣ ΒΑΛΣΑΜΙΚΟ 1000, ΣΩΣ ΒΑΛΣΑΜΙΚΟ 1000, ΣΩΣ ΒΑΛΣΑΜΙΚΟ 1000, ΣΩΣ ΒΑΛΣΑΜΙΚΟ 1000",
ΣΩΣ ΚΙΤΡΙΝΗ,,ΕΝΔΙΑΜΕΣΑ,OIK104,,1,,"ΣΩΣ ΚΙΤΡΙΝΗ,ΣΩΣ ΚΙΤΡΙΝΗ,ΣΩΣ ΚΙΤΡΙΝΗ,ΣΩΣ ΚΙΤΡΙΝΗ","4,57","4,57","4,57",13,"0,59","0,59","5,17","5,17","5,17","15,50","20,67",ΣΩΣ ΚΙΤΡΙΝΗ,,,,ΣΩΣ ΚΙΤΡΙΝΗ,,"ΣΩΣ ΚΙΤΡΙΝΗ, ΣΩΣ ΚΙΤΡΙΝΗ, ΣΩΣ ΚΙΤΡΙΝΗ, ΣΩΣ ΚΙΤΡΙΝΗ",
ΤΖΑΤΖΙΚΙ 5 ΚΙΛΩΝ,,ΕΝΔΙΑΜΕΣΑ,OIK104,"€5,0",5,,"ΤΖΑΤΖΙΚΙ 5 ΚΙΛΩΝ,ΤΖΑΤΖΙΚΙ 5 ΚΙΛΩΝ,ΤΖΑΤΖΙΚΙ 5 ΚΙΛΩΝ,ΤΖΑΤΖΙΚΙ 5 ΚΙΛΩΝ,ΤΖΑΤΖΙΚΙ 5 ΚΙΛΩΝ,ΤΖΑΤΖΙΚΙ 5 ΚΙΛΩΝ,ΤΖΑΤΖΙΚΙ 5 ΚΙΛΩΝ,ΤΖΑΤΖΙΚΙ 5 ΚΙΛΩΝ,ΤΖΑΤΖΙΚΙ 5 ΚΙΛΩΝ","11,26","11,26","2,25",13,"1,46","1,46","12,72","2,54","2,54","7,63","10,18",ΤΖΑΤΖΙΚΙ 5 ΚΙΛΩΝ,,,,,,"ΤΖΑΤΖΙΚΙ 5 ΚΙΛΩΝ, ΤΖΑΤΖΙΚΙ 5 ΚΙΛΩΝ, ΤΖΑΤΖΙΚΙ 5 ΚΙΛΩΝ, ΤΖΑΤΖΙΚΙ 5 ΚΙΛΩΝ, ΤΖΑΤΖΙΚΙ 5 ΚΙΛΩΝ, ΤΖΑΤΖΙΚΙ 5 ΚΙΛΩΝ, ΤΖΑΤΖΙΚΙ 5 ΚΙΛΩΝ, ΤΖΑΤΖΙΚΙ 5 ΚΙΛΩΝ, ΤΖΑΤΖΙΚΙ 5 ΚΙΛΩΝ",
ΤΖΑΤΖΙΚΙ ΜΕΡΙΔΑ,,ΟΡΕΚΤΙΚΑ,OIK104,,1,,ΤΖΑΤΖΙΚΙ ΜΕΡΙΔΑ,"0,00","0,51","0,51",13,"0,00","0,07","0,58","0,00","0,58","1,73","2,30",,,,,ΤΖΑΤΖΙΚΙ ΜΕΡΙΔΑ,,ΤΖΑΤΖΙΚΙ ΜΕΡΙΔΑ,
ΤΟΡΤΙΓΙΑ ΚΟΤΟΠΟΥΛΟ,,ΣΝΑΚΣ,OIK512,,1,,"ΤΟΡΤΙΓΙΑ ΚΟΤΟΠΟΥΛΟ,ΤΟΡΤΙΓΙΑ ΚΟΤΟΠΟΥΛΟ,ΤΟΡΤΙΓΙΑ ΚΟΤΟΠΟΥΛΟ,ΤΟΡΤΙΓΙΑ ΚΟΤΟΠΟΥΛΟ,ΤΟΡΤΙΓΙΑ ΚΟΤΟΠΟΥΛΟ,ΤΟΡΤΙΓΙΑ ΚΟΤΟΠΟΥΛΟ,ΤΟΡΤΙΓΙΑ ΚΟΤΟΠΟΥΛΟ,ΤΟΡΤΙΓΙΑ ΚΟΤΟΠΟΥΛΟ","0,88","1,15","1,15",13,"0,11","0,15","1,30","0,99","1,30","3,91","5,21",,,,,,,,
ΤΟΣΤ,,ΣΝΑΚΣ,OIK512,,1,,"ΤΟΣΤ,ΤΟΣΤ,ΤΟΣΤ,ΤΟΣΤ","0,47","0,47","0,47",13,"0,06","0,06","0,53","0,53","0,53","1,58","2,10",,,,,,,,
